1	0	0	0.81215	0	1	0	-1.72267e-08	0	0	1	2.3223e-08	0	0	0	1	
1	0	0	0.81165	0	1	0	-1.72161e-08	0	0	1	2.32087e-08	0	0	0	1	
1	0	0	0.81015	0	1	0	-1.71843e-08	0	0	1	2.31658e-08	0	0	0	1	
1	0	0	0.80765	0	1	0	-1.71312e-08	0	0	1	2.30943e-08	0	0	0	1	
1	0	0	0.80415	0	1	0	-1.7057e-08	0	0	1	2.29942e-08	0	0	0	1	
1	0	0	0.79965	0	1	0	-1.69615e-08	0	0	1	2.28655e-08	0	0	0	1	
1	0	0	0.79415	0	1	0	-1.68449e-08	0	0	1	2.27083e-08	0	0	0	1	
1	0	0	0.78765	0	1	0	-1.6707e-08	0	0	1	2.25224e-08	0	0	0	1	
1	0	0	0.78015	0	1	0	-1.65479e-08	0	0	1	2.23079e-08	0	0	0	1	
1	0	0	0.77165	0	1	0	-1.63676e-08	0	0	1	2.20649e-08	0	0	0	1	
1	0	0	0.76215	0	1	0	-1.61661e-08	0	0	1	2.17932e-08	0	0	0	1	
1	0	0	0.75165	0	1	0	-1.59434e-08	0	0	1	2.1493e-08	0	0	0	1	
1	0	0	0.74015	0	1	0	-1.56995e-08	0	0	1	2.11642e-08	0	0	0	1	
1	0	0	0.72765	0	1	0	-1.54343e-08	0	0	1	2.08067e-08	0	0	0	1	
1	0	0	0.71415	0	1	0	-1.5148e-08	0	0	1	2.04207e-08	0	0	0	1	
1	0	0	0.69965	0	1	0	-1.48404e-08	0	0	1	2.00061e-08	0	0	0	1	
1	0	0	0.68415	0	1	0	-1.45116e-08	0	0	1	1.95629e-08	0	0	0	1	
1	0	0	0.66765	0	1	0	-1.41617e-08	0	0	1	1.90911e-08	0	0	0	1	
1	0	0	0.65015	0	1	0	-1.37905e-08	0	0	1	1.85907e-08	0	0	0	1	
1	0	0	0.63165	0	1	0	-1.33981e-08	0	0	1	1.80617e-08	0	0	0	1	
1	0	0	0.61215	0	1	0	-1.29844e-08	0	0	1	1.75041e-08	0	0	0	1	
1	0	0	0.59165	0	1	0	-1.25496e-08	0	0	1	1.69179e-08	0	0	0	1	
1	0	0	0.57015	0	1	0	-1.20936e-08	0	0	1	1.63031e-08	0	0	0	1	
1	0	0	0.54765	0	1	0	-1.16163e-08	0	0	1	1.56597e-08	0	0	0	1	
1	0	0	0.52415	0	1	0	-1.11179e-08	0	0	1	1.49878e-08	0	0	0	1	
1	0	0	0.49965	0	1	0	-1.05982e-08	0	0	1	1.42872e-08	0	0	0	1	
1	0	0	0.47415	0	1	0	-1.00573e-08	0	0	1	1.35581e-08	0	0	0	1	
1	0	0	0.44765	0	1	0	-9.49519e-09	0	0	1	1.28003e-08	0	0	0	1	
1	0	0	0.42015	0	1	0	-8.91189e-09	0	0	1	1.2014e-08	0	0	0	1	
1	0	0	0.391902	0	1	0	-8.31271e-09	0	0	1	1.12062e-08	0	0	0	1	
1	0	0	0.364405	0	1	0	-7.72947e-09	0	0	1	1.042e-08	0	0	0	1	
1	0	0	0.337909	0	1	0	-7.16745e-09	0	0	1	9.66231e-09	0	0	0	1	
1	0	0	0.312412	0	1	0	-6.62664e-09	0	0	1	8.93325e-09	0	0	0	1	
1	0	0	0.287916	0	1	0	-6.10704e-09	0	0	1	8.23279e-09	0	0	0	1	
1	0	0	0.264419	0	1	0	-5.60865e-09	0	0	1	7.56092e-09	0	0	0	1	
1	0	0	0.241923	0	1	0	-5.13147e-09	0	0	1	6.91765e-09	0	0	0	1	
1	0	0	0.220426	0	1	0	-4.67551e-09	0	0	1	6.30297e-09	0	0	0	1	
1	0	0	0.19993	0	1	0	-4.24075e-09	0	0	1	5.71688e-09	0	0	0	1	
1	0	0	0.180433	0	1	0	-3.82721e-09	0	0	1	5.15939e-09	0	0	0	1	
1	0	0	0.161937	0	1	0	-3.43488e-09	0	0	1	4.63049e-09	0	0	0	1	
1	0	0	0.14444	0	1	0	-3.06375e-09	0	0	1	4.13019e-09	0	0	0	1	
1	0	0	0.127944	0	1	0	-2.71384e-09	0	0	1	3.65848e-09	0	0	0	1	
1	0	0	0.112447	0	1	0	-2.38514e-09	0	0	1	3.21537e-09	0	0	0	1	
1	0	0	0.0979509	0	1	0	-2.07766e-09	0	0	1	2.80085e-09	0	0	0	1	
1	0	0	0.0844544	0	1	0	-1.79138e-09	0	0	1	2.41493e-09	0	0	0	1	
1	0	0	0.0719579	0	1	0	-1.52631e-09	0	0	1	2.0576e-09	0	0	0	1	
1	0	0	0.0604614	0	1	0	-1.28246e-09	0	0	1	1.72886e-09	0	0	0	1	
1	0	0	0.0499649	0	1	0	-1.05982e-09	0	0	1	1.42872e-09	0	0	0	1	
1	0	0	0.0404684	0	1	0	-8.58384e-10	0	0	1	1.15717e-09	0	0	0	1	
1	0	0	0.0319719	0	1	0	-6.78163e-10	0	0	1	9.14219e-10	0	0	0	1	
1	0	0	0.0244754	0	1	0	-5.19154e-10	0	0	1	6.99861e-10	0	0	0	1	
1	0	0	0.017979	0	1	0	-3.81355e-10	0	0	1	5.14098e-10	0	0	0	1	
1	0	0	0.0124825	0	1	0	-2.64768e-10	0	0	1	3.56929e-10	0	0	0	1	
1	0	0	0.00798597	0	1	0	-1.69392e-10	0	0	1	2.28354e-10	0	0	0	1	
1	0	0	0.00448948	0	1	0	-9.52273e-11	0	0	1	1.28374e-10	0	0	0	1	
1	0	0	0.00199299	0	1	0	-4.22737e-11	0	0	1	5.69884e-11	0	0	0	1	
